method,task,regime,mean_success_rate,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,ci95_success_rate,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,groups
scalar_uncertainty_planner,occluded_push_recovery,compliance_shift,0.511905,0.349855,0.283374,0.275256,0.102363,0.149703,0.108744,0.034346,0.007282,0.002497,0.005039,0.001607,0.001835,0.001263,7
scalar_uncertainty_planner,occluded_push_recovery,contact_mode_flip,0.482143,0.336296,0.296432,0.292835,0.106518,0.152683,0.114261,0.023548,0.007016,0.003249,0.002197,0.002582,0.001486,0.002508,7
scalar_uncertainty_planner,occluded_push_recovery,friction_shift,0.500000,0.352258,0.280110,0.271846,0.099726,0.147476,0.105340,0.054768,0.004994,0.004599,0.003337,0.001872,0.002058,0.001821,7
scalar_uncertainty_planner,occluded_push_recovery,nominal,0.549603,0.382236,0.254937,0.242832,0.087727,0.138866,0.092845,0.045574,0.011707,0.004591,0.003933,0.002460,0.004052,0.001889,7
scalar_uncertainty_planner,occluded_push_recovery,occlusion_persistence,0.486111,0.347880,0.287049,0.282164,0.100910,0.148969,0.111169,0.051101,0.006160,0.004980,0.003402,0.001155,0.001904,0.001483,7
scalar_uncertainty_planner,occluded_push_recovery,payload_shift,0.480159,0.332220,0.298491,0.293414,0.105768,0.152770,0.115977,0.045185,0.008367,0.003625,0.002586,0.002134,0.002010,0.001757,7
scalar_uncertainty_planner,payload_handover,actuator_lag,0.496032,0.345495,0.288111,0.281025,0.103280,0.149900,0.109231,0.027681,0.010426,0.004478,0.001872,0.001943,0.002968,0.001676,7
scalar_uncertainty_planner,payload_handover,combined_hidden_mechanisms,0.392857,0.309000,0.325658,0.315730,0.113793,0.162207,0.130463,0.047043,0.004735,0.002433,0.002745,0.001996,0.004521,0.002927,7
scalar_uncertainty_planner,payload_handover,compliance_shift,0.478175,0.346681,0.285180,0.276270,0.102161,0.148326,0.110827,0.040663,0.007310,0.001927,0.002157,0.001961,0.002088,0.002667,7
scalar_uncertainty_planner,payload_handover,contact_mode_flip,0.498016,0.337846,0.296267,0.286054,0.103454,0.155129,0.116033,0.049140,0.007831,0.002471,0.003836,0.001901,0.002286,0.001723,7
scalar_uncertainty_planner,payload_handover,friction_shift,0.533730,0.352182,0.274074,0.266198,0.098505,0.147515,0.107756,0.042778,0.005586,0.005669,0.003465,0.000959,0.001249,0.001566,7
scalar_uncertainty_planner,payload_handover,nominal,0.553571,0.385661,0.246493,0.240728,0.089118,0.138127,0.093030,0.036825,0.011576,0.003035,0.002817,0.002744,0.004223,0.002443,7
scalar_uncertainty_planner,payload_handover,occlusion_persistence,0.523810,0.344833,0.286725,0.277927,0.103099,0.149954,0.110440,0.032381,0.009039,0.003964,0.002676,0.002251,0.003971,0.002686,7
scalar_uncertainty_planner,payload_handover,payload_shift,0.490079,0.335980,0.298415,0.290456,0.107511,0.152633,0.117772,0.028928,0.008732,0.002441,0.003765,0.001932,0.002792,0.002473,7
scalar_uncertainty_planner,peg_insert_with_lag,actuator_lag,0.454365,0.331720,0.296848,0.287296,0.105945,0.150130,0.111592,0.034492,0.007487,0.002670,0.004817,0.002452,0.002121,0.001344,7
scalar_uncertainty_planner,peg_insert_with_lag,combined_hidden_mechanisms,0.424603,0.297070,0.333411,0.318846,0.118307,0.162157,0.128851,0.048572,0.008280,0.002588,0.001786,0.002291,0.003609,0.002091,7
scalar_uncertainty_planner,peg_insert_with_lag,compliance_shift,0.486111,0.340051,0.292984,0.283334,0.102942,0.147708,0.111643,0.047150,0.010959,0.004295,0.003478,0.001051,0.002058,0.003138,7
scalar_uncertainty_planner,peg_insert_with_lag,contact_mode_flip,0.426587,0.333354,0.300864,0.290272,0.106145,0.151594,0.114929,0.039723,0.006926,0.002679,0.004000,0.001825,0.002481,0.003426,7
scalar_uncertainty_planner,peg_insert_with_lag,friction_shift,0.472222,0.340654,0.282024,0.279488,0.101290,0.146130,0.106684,0.008401,0.009236,0.003743,0.002886,0.002529,0.002710,0.002287,7
scalar_uncertainty_planner,peg_insert_with_lag,nominal,0.571429,0.377026,0.257291,0.245045,0.089779,0.135964,0.093044,0.049140,0.005622,0.003271,0.004876,0.001986,0.003008,0.001536,7
scalar_uncertainty_planner,peg_insert_with_lag,occlusion_persistence,0.503968,0.339385,0.290958,0.283124,0.102973,0.150668,0.109304,0.055951,0.010708,0.003459,0.005355,0.002818,0.002191,0.001187,7
scalar_uncertainty_planner,peg_insert_with_lag,payload_shift,0.456349,0.331250,0.300455,0.294644,0.108266,0.152352,0.116443,0.042184,0.007819,0.003914,0.001775,0.002933,0.002495,0.001535,7
